Department,Functional Area,2024 Description,2025 Description,Application/Platform,Vendor,Entity,Cost Type,GL Code,CapEx / OpEx,Multi-Year Licence?,Renewal Date,Pre-Paid,Classification,2024 Current Forecast,2024 Original Forecast,2024 Agreed Budget,2024 Variance,2023-2024 Difference,Dec 2025 Actuals,Dec 2025 PO Details,2025 Current Forecast,2025 Original Forecast,2025 Agreed Budget,2025 Variance,2024-2025 Difference
BPS Commercial,IS Commercial - EU & Int'l (65160),International & European Website Support,"Requisiton 21341
Contractt 30401 - QUERY - consilidate to line 2241????",,Cognizant Worldwide Limited,2101 - US,Consulting (Opex),690100,Op Ex,,,,Extend,"$134,640","$224,400","$224,400","-$89,760","-$69,360",,,"$246,840","$246,840","$246,840",$0,"$22,440"
BPS R&D,IS R&D – Research & NonClinical Development (65170),Omics Analytics SaaS (Sonrai),,Sonrai,Sonrai,2101 - US,APPS --- Software Licenses under $5k/license and <$100k/purchase (Opex),670110,Op Ex,,06/07/24,,Extend,"$63,125","$52,500","$52,500","$10,625","$16,875",,,"$55,125","$55,125","$55,125",$0,"$2,625"
BPS R&D,IS R&D – Research & NonClinical Development (65170),Drug Structure Prediction SaaS (2 licenses),,Chemistry42,InSilico Medicine,2101 - US,APPS --- Software Licenses under $5k/license and <$100k/purchase (Opex),670110,Op Ex,,12/20/24,,Extend,"$136,165","$79,280","$86,487","$56,884","$57,540",,,$0,$0,$0,$0,"-$86,487"
BPS R&D,IS R&D – Research & NonClinical Development (65170),Biognosys,,Spectronaut,Biognosys,2101 - US,APPS --- Software Licenses under $5k/license and <$100k/purchase (Opex),670110,Op Ex,,09/13/24,,New,"$16,280","$54,267","$65,120","-$37,987","-$42,920",,,"$68,376","$68,376","$68,376",$0,"$3,256"
IS SOC,"IS Strategy, Ops & Compliance - Compliance (65120)",Test Automation Licence Costs,,TAF,JetBrains/AWS,2101 - US,APPS --- Software Licenses under $5k/license and <$100k/purchase (Opex),670110,Op Ex,,,,Extend,$0,$0,$0,$0,"-$7,800",,,$0,$0,$0,$0,$0
IS SOC,"IS Strategy, Ops & Compliance - Compliance (65120)",ERA Sciences Validation Managed Service,,,ERA Sciences,1200 - IRE,Consulting (Opex),690100,Op Ex,,,,Extend,"$580,989","$604,000","$604,000","-$23,011","$160,989",,,"$604,000","$604,000","$604,000",$0,$0
IS ED&EUS,IS ED&EUS - Collaboration & Productivity Platforms (65140),Smartnet (xx),,,Evotek,2101 - US,"INFRA --- Communications - telecom, video, network (Opex)",650500,Op Ex,,10/01/23,True,Retire,"$10,500","$42,000","$42,000","-$31,500","-$59,250",,,$0,$0,$0,$0,"-$42,000"
IS SOC,"IS Strategy, Ops & Compliance - Compliance (65120)",MSP to support delivery of Test Automation,,TAF,Intelliswift Software Inc.,2101 - US,Consulting (Opex),690100,Op Ex,,,,Extend,"$264,000","$282,750","$342,300","-$18,750","$199,699",,,"$264,000","$264,000","$264,000",$0,"-$78,300"
BPS R&D,IS R&D – R&D Strategy & Operations (65170),Resource for Asset Collaboration Hub SharePoint support,,Sharepoint,Point B,2101 - US,Consulting (Opex),690100,Op Ex,,,,Retire,"$84,854","$204,909","$225,000","-$120,055","-$215,146",,,$0,$0,$0,$0,"-$225,000"
IS ED&EUS,IS ED&EUS - Digital Workplace (65140),Mentimeter Licenses,,,Mentimeter,2101 - US,APPS --- SaaS Subscription Fees (Opex),670110,Op Ex,,11/27/23,,Extend,"$6,750","$6,750","$6,750",$0,$0,,,"$7,000","$7,000","$7,000",$0,$250
BPS R&D,IS R&D – Research & NonClinical Development (65170),ELN (Licenses & ) Maintenance,,ELN,Dassault Systemes BioVia Corp,3115 - GWR,APPS --- Software Licenses under $5k/license and <$100k/purchase (Opex),670110,Op Ex,,04/29/24,True,Extend,"$171,493","$332,750","$332,750","-$161,257","-$86,507",,,"$180,007","$180,007","$180,007",$0,"-$152,743"
IS Infrastructure,IS Global Infrastructure – Network (65150),Network - Palo Alto firewall maintenance renewals (Jazz),Network - Palo Alto firewall maintenance renewals (Jazz),Palo Alto,Evotek,2101 - US,"INFRA --- Infrastructure Services, Maintenance and Support (Opex)",630950,Op Ex,3 Year,08/16/26,,Extend,"$2,217",$0,$0,"$2,217","-$207,205",,,$0,$0,$0,$0,$0
BPS Commercial,IS Commercial - Omnichannel (65160),Validity - License (Email verification) - Marketing Cloud Addon,Validity - License (Email verification) - Marketing Cloud Addon,Validity,Validity,2101 - US,APPS --- SaaS Subscription Fees (Opex),670110,Op Ex,3 Year,,,Extend,$0,"$25,000","$15,000","-$25,000","-$15,000",,,"$25,000","$25,000","$25,000",$0,"$10,000"
IS ED&EUS,IS ED&EUS - Service Management (65140),ServiceNow Developer,,,Cognizant Worldwide Limited,2101 - US,"INFRA --- Infrastructure Services, Maintenance and Support (Opex)",630950,Op Ex,,,True,Retire,$0,"$19,656","$58,968","-$19,656","-$27,518",,,$0,$0,$0,$0,"-$58,968"
IS Infrastructure,IS Global Infrastructure – Network (65150),Network - Batteries for comms rooms in sites,DELETE,APC,HiberniaEvros Technology Group,2101 - US,"INFRA --- Infrastructure Services, Maintenance and Support (Opex)",630950,Op Ex,,,,Retire,"-$9,838",$0,"$10,000","-$9,838","-$19,838",,,$0,$0,$0,$0,"-$10,000"
IS Infrastructure,IS Global Infrastructure - Manufacturing (65150),Manufacturing - Monitoring for systems at GW sites,Manufacturing - Monitoring for Manufacturing environments,Solarwinds,Loop1 UK,3115 - GWR,APPS --- Software Licenses under $5k/license and <$100k/purchase (Opex),670110,Op Ex,,03/27/24,,Extend,"$9,524","$10,000","$22,000",-$476,"-$12,482",,,"$10,000","$10,000","$10,000",$0,"-$12,000"
BPS Corporate,IS Corporate - Finance (65180),Source to Pay Ongoing License Costs (Yrs2-5),,,Coupa Software,2101 - US,APPS --- SaaS Subscription Fees (Opex),670110,Op Ex,,12/30/27,True,New,"$888,261","$814,204","$731,004","$74,057","$888,261",,,"$830,844","$830,844","$830,844",$0,"$99,840"
BPS R&D,IS R&D – Data Sciences (65170),IPA (Ingenuity Pathway Analysis) - SaaS Licenses,,IPA,Qiagen,3115 - GWR,APPS --- Software Licenses under $5k/license and <$100k/purchase (Opex),670110,Op Ex,,02/22/24,True,Extend,"$111,593","$55,805","$70,004","$55,789","$44,923",,,"$94,189","$94,189","$94,189",$0,"$24,186"
BPS R&D,IS R&D – Research & NonClinical Development (65170),Chem Draw - PO for 3 year SaaS license purchases,,Chem Draw,Revvity,3115 - GWR,APPS --- Software Licenses under $5k/license and <$100k/purchase (Opex),670110,Op Ex,3 Year,02/26/28,,Extend,"$38,484","$36,804","$36,804","$1,680","-$49,588",,,"$38,772","$38,772","$38,772",$0,"$1,968"
BPS R&D,IS R&D – Research & NonClinical Development (65170),PandaOmics - 15 additional licenses,PandaOmics Additional 5 licenses,Panda Omics,InSilico Medicine,3115 - GWR,APPS --- Software Licenses under $5k/license and <$100k/purchase (Opex),670110,Op Ex,,12/20/24,,Extend,"$86,295","$54,148","$59,070","$32,148","$32,595",,,$0,$0,$0,$0,"-$59,070"
IS Infrastructure,IS Global Infrastructure - Manufacturing (65150),Manufacturing - B740 comms room improvements,DELETE,KSP,SGN,2101 - US,"INFRA --- Infrastructure Services, Maintenance and Support (Opex)",630950,Op Ex,,,,Extend,"-$19,500","$25,000","$25,000","-$44,500","-$41,500",,,$0,$0,$0,$0,"-$25,000"
BPS R&D,IS R&D – Research & NonClinical Development (65170),"ZIFO MSP - Business Partner Lead, Application Management, Development Support",,,Zifo Technologies Inc,2101 - US,Consulting (Opex),690100,Op Ex,,,,Extend,"$276,450","$248,000","$240,000","$28,450","$152,457",,,"$259,200","$259,200","$259,200",$0,"$19,200"
BPS Commercial,IS Commercial - Omnichannel (65160),Veeva Align Resource,Veeva Align Engineer / Administration,Veeva,US - Veeva Systems Inc,2101 - US,Contingent Worker (Opex),690150,Op Ex,,,,Extend,"$225,176","$276,557","$158,400","-$51,381","$106,376",,,"$225,000","$225,000","$225,000",$0,"$66,600"
ERP,ERP Project Harmony (66100),Fiona Kane replacement (temp),,,Sapro Solutions Ltd,1200 - IRE,Contingent Worker (Opex),690150,Op Ex,,12/31/23,,Retire,"-$32,591","$85,800","$85,800","-$118,391","-$32,591",,,$0,$0,$0,$0,"-$85,800"
IS Enterprise Data,IS Enterprise Data & Analytics (65115),"Informatica (MDM [Product], EDC, US IICS) - Yearly Licenses","Informatica (MDM [Product], EDC, US IICS) - Yearly Licenses",Informatica,Informatica,2101 - US,APPS --- SaaS Subscription Fees (Opex),670110,Op Ex,3 Year,03/30/25,True,Extend,"$621,067","$624,877","$637,794","-$3,810","$228,897",,,"$167,805","$167,805","$167,805",$0,"-$469,989"
IS Infrastructure,IS Global Infrastructure – Network (65150),Network - Wireless Access Points Maintenance (Jazz) 3 year,Network - Wireless Access Points Maintenance (Jazz) 3 year,Cisco Meraki,Evotek,2101 - US,"INFRA --- Infrastructure Services, Maintenance and Support (Opex)",630950,Op Ex,3 Year,05/06/26,True,Extend,"$17,840","$17,982","$17,982",-$142,"$4,340",,,"$18,000","$18,000","$18,000",$0,$18
IS Infrastructure,IS Global Infrastructure – Network (65150),Network - Expense costs from 2023 Infrastructure refresh,DELETE,Cisco,Evotek,2101 - US,"INFRA --- Infrastructure Services, Maintenance and Support (Opex)",630950,Op Ex,,,,Extend,"$1,624","$12,406","$48,406","-$10,782","$1,624",,,"$48,000","$48,000","$48,000",$0,-$406
IS ED&EUS,IS ED&EUS - Collaboration & Productivity Platforms (65140),Maintenance of Man Down telecom devices,,,ANT Telecommunications,3115 - GWR,"INFRA --- Communications - telecom, video, network (Opex)",650500,Op Ex,,,,Extend,$600,"$2,400","$2,400","-$1,800",-$400,,,"$6,000","$6,000","$6,000",$0,"$3,600"
IS Infosec,IS InfoSec & EA - Eng & Ops (65190),Digicert SSL Certificates (public Cert),,Digicert,Digicert,2101 - US,APPS --- SaaS Subscription Fees (Opex),670110,Op Ex,,02/01/24,,Extend,"$23,625","$31,625","$31,625","-$8,000","$8,625",,,"$34,500","$34,500","$34,500",$0,"$2,875"
IS Infrastructure,IS Global Infrastructure – Network (65150),Network - Hands and feet support at site,DELETE,Tokyo office,Regus,3115 - GWR,"INFRA --- Infrastructure Services, Maintenance and Support (Opex)",630950,Op Ex,,,,Extend,$0,$0,"$5,000",$0,-$300,,,$0,$0,$0,$0,"-$5,000"
BPS R&D,IS R&D – Global Clinical Development Operations (65170),Xogene Subscription/License Cost (Year 2 and Year 3),Xogene Subscription/License Cost (Year 2 and Year 3),Xogene,Xogene,2101 - US,"APPS ---  Applications Services, Maintenance, Support, or OLTA Enhancements <$50k (Opex)",670110,Op Ex,,04/01/26,True,New,"$115,000","$86,250","$76,667","$28,750","$115,000",,,"$115,000","$115,000","$115,000",$0,"$38,333"
BPS Corporate,IS Corporate - Other/IS (65180),Docusign Customer Success Architect Prof Services,,,DocuSign Inc,2101 - US,Consulting (Opex),690100,Op Ex,,,True,Extend,$0,"$80,000","$80,000","-$80,000","-$60,000",,,"$80,000","$80,000","$80,000",$0,$0
BPS R&D,IS R&D – Global Clinical Development Operations (65170),RLS Subscription/License Cost (Year 2 and Year 3),RLS Subscription/License Cost (Year 2 and Year 3),RLS,Real Life Sciences,2101 - US,"APPS ---  Applications Services, Maintenance, Support, or OLTA Enhancements <$50k (Opex)",670110,Op Ex,,03/31/26,True,New,"$272,870","$250,129","$204,653","$22,741","$272,870",,,"$283,802","$283,802","$283,802",$0,"$79,150"
IS Enterprise Data,IS Enterprise Data & Analytics (65115),Dataiku (AI/ML) Tool - GROWTH,Dataiku (AI/ML) Tool - GROWTH,Dataiku,Dataiku,2101 - US,APPS --- SaaS Subscription Fees (Opex),670110,Op Ex,No,12/15/24,,Extend,$0,"$8,950","$8,950","-$8,950","-$18,658",,,"$24,000","$24,000","$24,000",$0,"$15,050"
BPS Corporate,IS Corporate - Compliance (65180),Cresen Monitoring Tool 3 year License,,,Cresen,2101 - US,APPS --- SaaS Subscription Fees (Opex),670110,Op Ex,,04/01/26,True,Retire,$0,"$25,251",0,"-$25,251",$0,,,$0,$0,$0,$0,$0
IS Infrastructure,IS Global Infrastructure – Network (65150),Network - Firewall Maintenance (year 2 and 3 for ATH),DELETE,Palo Alto,Evotek,2101 - US,"INFRA --- Infrastructure Services, Maintenance and Support (Opex)",630950,Op Ex,3 Year,12/31/25,,Extend,$0,$0,$0,$0,$0,,,$0,$0,$0,$0,$0
BPS Commercial,IS Commercial - Omnichannel (65160),Increase SF Marketing Cloud SMS Licenses (2024 - Carry over 16K in Feb),-,-,Salesforce,2101 - US,APPS --- SaaS Subscription Fees (Opex),670110,Op Ex,,,,Extend,$0,$0,"$15,500",$0,"-$14,500",,,$0,$0,$0,$0,"-$15,500"
IS SOC,"IS Strategy, Ops & Compliance - PMO (65120)",PMO PM Resource (NS),,,Grovelands,3115 - GWR,Contingent Worker (Opex),690150,Op Ex,,,,Extend,"$202,594","$223,200","$223,200","-$20,606","$52,594",,,"$223,200","$223,200","$223,200",$0,$0
BPS Commercial,IS Commercial (65160),Team Development - Communication & Effectiveness (DiSC),,,John Honingford,2101 - US,Training (Opex),690100,Op Ex,,,,Extend,$0,$0,"$10,000",$0,"-$10,000",,,$0,$0,$0,$0,"-$10,000"
BPS R&D,IS R&D – Global Pharmacovigilance & Labeling (65170),Oracle Enterprise Database License to support Argus/PVI server growth (may be required),,"Argus, PVI",Oracle America Inc,2101 - US,APPS --- Software Licenses over $5k/license (Capex),150200,Cap Ex,,,,Retire,$0,$0,,$0,$0,,,$0,$0,$0,$0,$0
BPS R&D,IS R&D – Global Pharmacovigilance & Labeling (65170),Argus application ICSR Case License to support increase in AE's due to process change and new products (may be required),,Argus,Oracle America Inc,2101 - US,APPS --- Software Licenses under $5k/license and >= $100k/purchase (Capex),150200,Cap Ex,,,,Retire,$0,$0,$0,$0,$0,,,$0,$0,$0,$0,$0
BPS R&D,IS R&D – Other/IT (65170),Cognizant Resources to Support Qlik Dashboard Enhancements,,Qlik,Cognizant Worldwide Limited,2101 - US,Contingent Worker (Opex),690150,Op Ex,,,,Retire,$0,$0,$0,$0,"-$70,560",,,$0,$0,$0,$0,$0
IS SOC,"IS Strategy, Ops & Compliance - C&E (65120)","Chillie Breeze $8K upfront payment for slide design

Level 1 - Fit and Finish: Approx. 1000 slides (25-35USD per hour)
Level 2 -  Design Magic Approx. 350 slides
Level 3 - Visualise - dependent on completed",,,Chillie Breeze,2101 - US,Consulting (Opex),690100,Op Ex,,,,Extend,"$15,000","$12,000","$12,000","$3,000","$7,000",,,"$12,000","$12,000","$12,000",$0,$0
IS ED&EUS,IS ED&EUS - End User Services (65140),IT E-Waste/Recycling,,,Wisetek Inc,2101 - US,"INFRA --- Infrastructure Services, Maintenance and Support (Opex)",630950,Op Ex,,,,Extend,$0,$0,"$10,000",$0,"-$10,000",,,"$10,200","$10,200","$10,200",$0,$200
IS ED&EUS,IS ED&EUS - Projects and Portfolio (65140),CW resource Project Manager for EUS - MH,,,Grovelands,3115 - GWR,Contingent Worker (Opex),690150,Op Ex,,12/31/24,,Extend,"$184,081","$141,682","$210,000","$42,399","$70,324",,,"$200,500","$200,500","$200,500",$0,"-$9,500"
BPS R&D,IS R&D – Research & NonClinical Development (65170),Chem42 Computational Expenses,,Chemistry42,Insilico Medicine,2101 - US,APPS --- Software Licenses under $5k/license and <$100k/purchase (Opex),670110,Op Ex,,12/20/24,,Extend,"$7,889","$100,833","$110,000","-$92,944","-$92,111",,,$0,$0,$0,$0,"-$110,000"
BPS R&D,IS R&D – Research & NonClinical Development (65170),TIBCO Spotfire Training,,Spotfire,Revvity,2101 - US,APPS --- Software Licenses under $5k/license and <$100k/purchase (Opex),670110,Op Ex,,,,Extend,"$33,000","$33,000","$33,000",$0,"$3,000",,,"$15,000","$15,000","$15,000",$0,"-$18,000"
ERP,ERP Project Harmony (66100),Cash Application license,,,Itelligence Business Solutions UK L,,APPS --- Software Licenses over $5k/license (Capex),150200,Cap Ex,,06/30/26,,Retire,$0,"$10,600","$10,600","-$10,600",$0,,,$0,$0,$0,$0,"-$10,600"
BPS R&D,IS R&D – Global Clinical Development Operations (65170),"Spotfire support contract extension for resource 'Natasha Mora' from July 2023 till June 2024.

Added an additional $100k for 2024 for the support/enhancements of the ZW Spotfire reports which will be migrated from Zymeworks to Jazz.",,Spotfire,Revvity,2101 - US,Contingent Worker (Opex),690150,Op Ex,,06/30/26,,Retire,"$15,900","$15,900","$15,900",$0,$0,,,$0,$0,$0,$0,"-$15,900"
BPS Corporate,IS Corporate - Legal (65180),Purchase of AWS S3 Bucket for Email Storage,,,AWS,2101 - US,INFRA --- AWS Hosting Fees (Opex),630950,Op Ex,,,,Extend,$0,"$4,000","$4,000","-$4,000","-$4,000",,,"$4,000","$4,000","$4,000",$0,$0
BPS TechOps,IS TechOps & Quality – QA (65130),ZIFO MSP PM - Gareth,,,Zifo Technologies Inc,3101 - OXF,Consulting (Opex),690100,Op Ex,,01/01/25,,Extend,"$117,721","$183,965",$0,"-$66,244","-$35,516",,,"$216,000","$216,000","$216,000",$0,"$216,000"
BPS Corporate,IS Corporate - Legal (65180),Purchase of e-Discovery Software,,,LogicKull,2101 - US,APPS --- Software Licenses under $5k/license and <$100k/purchase (Opex),670110,Op Ex,,07/01/24,,New,"$24,000","$48,000","$48,000","-$24,000","$24,000",,,"$96,000","$96,000","$96,000",$0,"$48,000"
IS ED&EUS,IS ED&EUS - Collaboration & Productivity Platforms (65140),dryvIQ 24 Mo. File Migration SaaS Software,,,dryvIQ,2101 - US,"INFRA --- Infrastructure Services, Maintenance and Support (Opex)",630950,Op Ex,,07/01/25,,New,"$11,235","$44,940","$44,940","-$33,705","$11,235",,,"$26,215","$26,215","$26,215",$0,"-$18,725"
BPS R&D,IS R&D – Global Pharmacovigilance & Labeling (65170),Retire,,JazzPVI,RxLogix Corporation,2101 - US,APPS --- SaaS Subscription Fees (Opex),670110,Op Ex,,,,Retire,"$27,945","$27,945","$27,945",$0,"-$272,034",,,$0,$0,$0,$0,"-$27,945"
IS Infosec,IS InfoSec & EA - Eng & Ops (65190),Gurucul Risk Analytic - User Identity Behaviour Analytics (3 Year License),,Gurucul,Gurucul Solutions,2101 - US,"INFRA --- Infrastructure Services, Maintenance and Support (Opex)",630950,Op Ex,,09/14/26,,Extend,"$171,528","$171,532","$171,532",-$4,"$101,797",,,"$191,520","$191,520","$191,520",$0,"$19,988"
BPS R&D,IS R&D – Global Pharmacovigilance & Labeling (65170),"Jazz PV Reports, Central and Quality Case License fee 
25000 cases/Year
@ $9/Case Year 1, $13.5/Case Year 2, $19.5/case year 3",,JazzPVI,RxLogix Corporation,2101 - US,APPS --- SaaS Subscription Fees (Opex),670110,Op Ex,,09/23/25,True,New,$0,$0,$0,$0,$0,,,"$112,668","$112,668","$112,668",$0,"$112,668"
BPS R&D,IS R&D – Other/IT (65170),MSP for Non-RNCD,,InfoSys,Infosys/Base Life Science,3115 - GWR,Consulting (Opex),690100,Op Ex,,,,Extend,"$630,324","$879,180","$798,381","-$248,856","$300,057",,,"$825,000","$825,000","$825,000",$0,"$26,619"
IS ED&EUS,IS ED&EUS - Collaboration & Productivity Platforms (65140),"Global AV, VC, and Mtg Support Services",,,Yorktel,2101 - US,"INFRA --- Infrastructure Services, Maintenance and Support (Opex)",630950,Op Ex,,08/01/24,,Extend,"$195,552","$341,375","$298,000","-$145,823","-$11,448",,,"$384,000","$384,000","$384,000",$0,"$86,000"
IS Enterprise Data,IS Enterprise Data & Analytics (65115),Data and Report Operations and Support - Offshore - 2024 GROWTH,Data and Report Operations and Support - Offshore - GROWTH,Offshore Data Ops Support,Intelliswift Software Inc.,2101 - US,"APPS ---  Applications Services, Maintenance, Support, or OLTA Enhancements <$50k (Opex)",670110,Op Ex,No,12/31/24,,Extend,"$66,000","$75,900","$66,000","-$9,900","$66,000",,,$0,$0,$0,$0,"-$66,000"
IS ED&EUS,IS ED&EUS - End User Services (65140),Centre of Excellence - Service Review and Service Management,Centre of Excellence - Service Review and Service Management,Services,Happy Signals,2101 - US,"INFRA --- Infrastructure Services, Maintenance and Support (Opex)",630950,Op Ex,,,,New,$0,$0,,$0,$0,,,"$48,000","$48,000","$48,000",$0,"$48,000"
IS ED&EUS,IS ED&EUS - End User Services (65140),"Service exerience, management and certification","Service exerience, management and certification",Services,ServiceDesk Institue,3115 - GWR,"INFRA --- Infrastructure Services, Maintenance and Support (Opex)",630950,Op Ex,,,,New,$0,$0,$0,$0,$0,,,$0,$0,$0,$0,$0
IS Enterprise Data,IS Enterprise Data & Analytics (65115),"Informatica (MDM [Product, Customer], JDC, IICS IPU's) - GROWTH","Informatica (MDM [Product, Customer], JDC, IICS IPU's) - GROWTH",Informatica,Informatica,2101 - US,Consulting (Opex),690100,Op Ex,No,,,Extend,$0,$0,$0,$0,$0,,,$0,$0,$0,$0,$0
IS ED&EUS,IS ED&EUS - End User Services (65140),Replacement and new hire mobile devices,Replacement and new hire mobile hardware,Telephony,Vodafone UK,3115 - GWR,INFRA --- Infrastructure under $5k per unit and <$100k per purchase (Opex),630700,Op Ex,,,,New,"$65,506","$276,000","$276,000","-$210,494","$65,506",,,"$276,000","$276,000","$276,000",$0,$0
BPS R&D,IS R&D – Global Pharmacovigilance & Labeling (65170),Safety Signal Management Application Management and Support,,Evidex,Intelliswift Software Inc.,2101 - US,"APPS ---  Applications Services, Maintenance, Support, or OLTA Enhancements <$50k (Opex)",670110,Op Ex,,,,Retire,$0,$0,$0,$0,$0,,,$0,$0,$0,$0,$0
BPS R&D,IS R&D – Global Pharmacovigilance & Labeling (65170),Safety Signal Management Application Subscription License,,Evidex,TriNetX,2101 - US,APPS --- SaaS Subscription Fees (Opex),670110,Op Ex,,12/01/24,True,New,"$297,500","$210,000","$210,000","$87,500","$297,500",,,"$210,000","$210,000","$210,000",$0,$0
BPS Commercial,IS Commercial - US Business (65160),EMD- Data Engineer,,,ProcDNA,2101 - US,Contingent Worker (Opex),690150,Op Ex,,,,Extend,"$273,696","$336,000","$336,000","-$62,304","$273,696",,,"$345,600","$345,600","$345,600",$0,"$9,600"
BPS Commercial,IS Commercial - US Business (65160),Sleep - Claims Data Analysis,,,ZS Associates,2101 - US,Contingent Worker (Opex),690150,Op Ex,,,,Retire,$0,$0,"$50,000",$0,$0,,,$0,$0,$0,$0,"-$50,000"
IS ED&EUS,IS ED&EUS - Digital Workplace (65140),WhatFix Licenses,WhatFix Licenses,,WhatFix,2101 - US,APPS --- SaaS Subscription Fees (Opex),670110,Op Ex,,07/01/25,,New,"$30,220","$80,004","$80,004","-$49,784","$30,220",,,"$84,000","$84,000","$84,000",$0,"$3,996"
BPS R&D,IS R&D – Global Pharmacovigilance & Labeling (65170),Argus ICSR Case License to support increase in AE's due to new process/products - Support and Maintenance,,Argus,Oracle America Inc,2101 - US,"APPS ---  Applications Services, Maintenance, Support, or OLTA Enhancements <$50k (Opex)",670110,Op Ex,,,,Retire,$0,$0,$0,$0,$0,,,$0,$0,$0,$0,$0
BPS R&D,IS R&D – Global Pharmacovigilance & Labeling (65170),Oracle Enterprise Database License - Additional Core license to support Argus/PVI user growth - Support and Maintenance,,"Argus, PVI",Oracle America Inc,2101 - US,"APPS ---  Applications Services, Maintenance, Support, or OLTA Enhancements <$50k (Opex)",670110,Op Ex,,,,Retire,$0,$0,$0,$0,$0,,,$0,$0,$0,$0,$0
IS Enterprise Data,IS Enterprise Data & Analytics (65115),Tableau - Premium Support,To be retired,Tableau,Salesforce,2101 - US,APPS --- Software Licenses under $5k/license and <$100k/purchase (Opex),670110,Op Ex,,,True,Retire,$0,"$19,500",,"-$19,500",$0,,,$0,$0,$0,$0,$0
IS SOC,"IS Strategy, Ops & Compliance - PMO (65120)",Contract Agile Coach Support,,,TBC,3115 - GWR,Contingent Worker (Opex),690150,Op Ex,,,,Retire,$0,$0,$0,$0,$0,,,$0,$0,$0,$0,$0
BPS Corporate,IS Corporate - HR (65180),Global Workforce Dashboard Subscription,,Global Workforce Dashboard,Agile HR Analytics Group,2101 - US,APPS --- Software Licenses under $5k/license and <$100k/purchase (Opex),670110,Op Ex,,12/03/25,True,New,"$30,000","$30,000","$30,000",$0,"$30,000",,,"$40,000","$40,000","$40,000",$0,"$10,000"
IS Infosec,IS InfoSec & EA - EA (65190),Contingent workers for Enterprise Architectrue Practice,Contingent workers for Enterprise Architectrue Practice,,,2101 - US,Contingent Worker (Opex),690150,Op Ex,,,,New,"$101,250","$165,000","$165,000","-63,750","$101,250",,,"$252,000","$252,000","$252,000",$0,"$87,000"
BPS Commercial,IS Commercial - EU & Int'l (65160),Visualization Support,,,CSL,3120 - GWP,Consulting (Opex),690100,Op Ex,,,,New,$0,$0,$0,0,$0,,,"$24,000","$24,000","$24,000",$0,"$24,000"
BPS Corporate,IS Corporate - Legal (65180),Team Connect/ Jazz Engage - same platform Licences,,Team Connect,Mitratech,2101 - US,APPS --- Software Licenses under $5k/license and <$100k/purchase (Opex),670110,Op Ex,,,,New,$0,$0,,$0,$0,,,"$48,000","$48,000","$48,000",$0,"$48,000"
BPS Corporate,IS Corporate - Compliance (65180),Navex Licences,,,,2101 - US,APPS --- Software Licenses under $5k/license and <$100k/purchase (Opex),670110,Op Ex,,,,Retire,$0,"$7,500","$30,000","-$7,500","-$7,500",,,$0,$0,$0,$0,"-$30,000"
ERP,ERP Project Harmony (66100),IQVIA/Concur - EU,,,,2101 - US,APPS --- Software Licenses under $5k/license and <$100k/purchase (Opex),670110,Op Ex,,,,New,"$15,000","$60,000","$60,000","-$45,000","$15,000",,,"$60,000","$60,000","$60,000",$0,$0
ERP,ERP Project Harmony (66100),IQVIA/Concur (US),,Concur,IQVIA,2101 - US,APPS --- Software Licenses under $5k/license and <$100k/purchase (Opex),670110,Op Ex,,,,New,"$78,566","$44,400","$44,400","$34,166","$67,766",,,"$44,400","$44,400","$44,400",$0,$0
IS ED&EUS,IS ED&EUS - Automation (65140),DPA (Power Automate) Licenses Credits,Power Platform Licenses and Credits,Power Platform,Microsoft Corporation,2101 - US,APPS --- Software Licenses under $5k/license and <$100k/purchase (Opex),670110,Op Ex,,,,New,$0,"$16,800","$16,800","-16,800",$0,,,"$29,100","$29,100","$29,100",$0,"$12,300"
BPS Commercial,IS Commercial - Omnichannel (65160),Omnichannel Ops Support,Omnichannel Operational Support,Cognizant Worldwide Limited,Cognizant Worldwide Limited,2101 - US,Consulting (Opex),690100,Op Ex,,,,Extend,"$199,560","$197,600","$197,600","1,960","$138,760",,,"$197,600","$197,600","$197,600",$0,$0
BPS TechOps,IS TechOps & Quality – QA (65130),Data Business Partner and PM,,,CompassX,1200 - IRE,Contingent Worker (Opex),690150,Op Ex,,,,New,"$455,095","$314,400","$454,080","140,695","$455,095",,,"$254,400","$254,400","$254,400",$0,"-$199,680"
IS ED&EUS,IS ED&EUS - Collaboration & Productivity Platforms (65140),Azure compute for Purview,,,Microsoft Corporation,2101 - US,APPS --- SaaS Subscription Fees (Opex),670110,Op Ex,,,,Extend,$0,$0,"$60,000",$0,$0,,,"$60,000","$60,000","$60,000",$0,$0
IS ED&EUS,IS ED&EUS - Collaboration & Productivity Platforms (65140),ATJ Meeting Production,ATJ Meeting Production,,Yorktel,2101 - US,"INFRA --- Infrastructure Services, Maintenance and Support (Opex)",630950,Op Ex,,,,New,"$74,438","$100,000","$100,000","-$25,562","$74,438",,,"$300,000","$300,000","$300,000",$0,"$200,000"
